6.0,46
5.8,102
5.6,165
5.4,160
5.2,149
5.0,156
4.8,111
4.6,62
4.4,36
4.2,24
4.0,17
3.8,5
3.6,4
3.4,1
3.2,2
3.0,2
2.8,1
2.6,0
2.4,0
2.2,0
<=2.0,2
